1,0.004995004995004995,0.0004999500049995,4.999950000499996e-05
101,0.4586739327883742,0.04999504999505,0.00504490464630723
201,0.8368026644462947,0.09851975296539556,0.01002984002155667
301,1.156802459646426,0.146102320163091,0.01500483544530962
401,1.43112062812277,0.1927699259686569,0.01996992061832053
501,1.668887408394404,0.2385487096467003,0.0249251251231331
601,1.876951905059338,0.2834638241675314,0.02987047842466775
701,2.060552616108172,0.3275394822913746,0.03480600987080565
801,2.22376457523598,0.370799000092584,0.03973174869296932
901,2.369805365597054,0.4132648380882488,0.04464772400669964
1001,2.501249375312344,0.4549586401236251,0.04955396481222958
1101,2.620180866254165,0.4959012701558418,0.05445049999505445
1201,2.728305315765561,0.5361128470672262,0.05933735832649875
1301,2.82703172533681,0.5756127776302982,0.06421456846427973
1401,2.917534360683049,0.6144197877379177,0.06908215895306752
1501,3.000799680127949,0.6525519520041735,0.07394015822504212
1601,3.077662437524029,0.6900267218343247,0.07878859460044685
1701,3.148833765272121,0.7268609520553798,0.08362749628813876
1801,3.214923241699393,0.7630709261926956,0.08845689138613569
1901,3.276456394346777,0.7986723804722293,0.09327680788216013
2001,3.333888703765411,0.8336805266227815,0.09808727365417985
2101,3.387616897774912,0.8681100735476408,0.1028883164709454
2201,3.437988128709778,0.9019752479304975,0.1076799639925245
2301,3.485307482581036,0.9352898138362735,0.1124622437708331
2401,3.529844163481329,0.9680670913635997,0.1172351832501636
2501,3.571836618109112,1.000319974402048,0.1219988097677096
2601,3.611496806442655,1.032060947543846,0.1267531505540881
2701,3.649013780059444,1.063302102196677,0.1314982327338585
2801,3.68455669560642,1.094055151941255,0.1362340833260377
2901,3.718277364778262,1.124331447174638,0.1409607292446138
3001,3.750312421894527,1.154141989077763,0.1456781972990553
3101,3.78078517434772,1.183497442943287,0.1503865141948187
3201,3.80980718876458,1.212408150897659,0.1550857065338514
3301,3.837479655893978,1.240884144049319,0.1597758008150937
3401,3.863894569416042,1.268935154092978,0.1644568234349765
3501,3.889135747611641,1.296570624398193,0.1691288006879161
3601,3.913279721799609,1.323799720608779,0.1737917587668073
3701,3.936396511380557,1.350631340778045,0.1784457237635124
3801,3.958550302020412,1.377074125063401,0.1830907216693481
3901,3.979800040807998,1.403136465002518,0.187726778375569
4001,4.000199960007999,1.428826512391972,0.1923539196738493
4101,4.019800039207999,1.4541521877881,0.1969721712567603
4201,4.038646414151125,1.479121188648687,0.2015815587182465
4301,4.056781739294473,1.503740997133068,0.2061821075540982
4401,4.074245510090724,1.528018887577252,0.2107738431624218
4501,4.09107435011816,1.551961933659748,0.2153567908441067
4601,4.107302267452241,1.575577015272926,0.2199309758032906
